report_section,report_category,change_id,area,change_type,difference_category,identifier,section,page,old_page,new_page,preview,display_title,old_value,new_value,detail,similarity
Critical Changes,Requirement changes,CHG-0536,page,modified,numeric_value_change,Page 187,,179,187,179,,Page modified,"21.4.2. Machine Interrupt Delegation (mideleg) Register When the hypervisor extension is implemented, bits 10, 6, and 2 of mideleg (corresponding to the standard VS-level interrupts) are each read-only one. Furthermore, if any guest external interrupts are implemented (GEILEN is nonzero), bit 12 of mideleg (corresponding to supervisor-level guest external interrupts) is also read-only one. VS-level interrupts and guest external interrupts are always delegated past M-mode to HS-mode. For bits of mideleg that are zero, the corresponding bits in hideleg, hip, and hie are read-only zeros. 21.4.3. Machine Interrupt (mip and mie) Registers The hypervisor extension gives registers mip and mie additional active bits for the hypervisor-added interrupts. Figure 113 and Figure 114 show the standard portions (bits 15:0) of registers mip and mie when the hypervisor extension is implemented. 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 0 LCOFIP SGEIP MEIP VSEIP SEIP 0 MTIP VSTIP STIP 0 MSIP VSSIP SSIP 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 Figure 113. Standard portion (bits 15:0) of mip. 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 0 LCOFIE SGEIE MEIE VSEIE SEIE 0 MTIE VSTIE STIE 0 MSIE VSSIE SSIE 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 Figure 114. Standard portion (bits 15:0) of mie. Bits SGEIP, VSEIP, VSTIP, and VSSIP in mip are aliases for the same bits in hypervisor CSR hip, while SGEIE, VSEIE, VSTIE, and VSSIE in mie are aliases for the same bits in hie. 21.4.4. Machine Second Trap Value (mtval2) Register The mtval2 register is an MXLEN-bit read/write register formatted as shown in Figure 115. When a trap is taken into M-mode, mtval2 is written with additional exception-specific information, alongside mtval, to assist software in handling the trap. MXLEN-1 0 mtval2 MXLEN Figure 115. Machine second trap value register (mtval2). When a guest-page-fault trap is taken into M-mode, mtval2 is written with either zero or the guest physical address that faulted, shifted right by 2 bits. For other traps, mtval2 is set to zero, but a future standard or extension may redefine mtval2’s setting for other traps. If a guest-page fault is due to an implicit memory access during first-stage (VS-stage) address translation, a guest physical address written to mtval2 is that of the implicit memory access that faulted. Additional information is provided in CSR mtinst to disambiguate such situations. Otherwise, for misaligned loads and stores that cause guest-page faults, a nonzero guest physical address in mtval2 corresponds to the faulting portion of the access as indicated by the virtual address in mtval. For instruction guest-page faults on systems with variable-length instructions, a nonzero 21.4. Machine-Level CSRs | Page 180 The RISC-V Instruction Set Manual: Volume II | © RISC-V International","15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 0 LCOFIE SGEIE MEIE VSEIE SEIE 0 MTIE VSTIE STIE 0 MSIE VSSIE SSIE 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 Figure 82. Standard portion (bits 15:0) of mie. Bits SGEIP, VSEIP, VSTIP, and VSSIP in mip are aliases for the same bits in hypervisor CSR hip, while SGEIE, VSEIE, VSTIE, and VSSIE in mie are aliases for the same bits in hie. 15.4.4. Machine Second Trap Value (mtval2) Register The mtval2 register is an MXLEN-bit read/write register formatted as shown in Figure 83. When a trap is taken into M-mode, mtval2 is written with additional exception-specific information, alongside mtval, to assist software in handling the trap. MXLEN-1 0 mtval2 MXLEN Figure 83. Machine second trap value register (mtval2). When a guest-page-fault trap is taken into M-mode, mtval2 is written with either zero or the guest physical address that faulted, shifted right by 2 bits. For other traps, mtval2 is set to zero, but a future standard or extension may redefine mtval2’s setting for other traps. If a guest-page fault is due to an implicit memory access during first-stage (VS-stage) address translation, a guest physical address written to mtval2 is that of the implicit memory access that faulted. Additional information is provided in CSR mtinst to disambiguate such situations. Otherwise, for misaligned loads and stores that cause guest-page faults, a nonzero guest physical address in mtval2 corresponds to the faulting portion of the access as indicated by the virtual address in mtval. For instruction guest-page faults on systems with variable-length instructions, a nonzero mtval2 corresponds to the faulting portion of the instruction as indicated by the virtual address in mtval. mtval2 is a WARL register that must be able to hold zero and may be capable of holding only an arbitrary subset of other 2-bit-shifted guest physical addresses, if any. The Ssdbltrap extension (See ""Ssdbltrp"" Double Trap Extension) requires the implementation of the mtval2 CSR. 15.4.5. Machine Trap Instruction (mtinst) Register The mtinst register is an MXLEN-bit read/write register formatted as shown in Figure 84. When a trap is taken into M-mode, mtinst is written with a value that, if nonzero, provides information about the instruction that trapped, to assist software in handling the trap. The values that may be written to mtinst on a trap are documented in Section 15.6.3. MXLEN-1 0 mtinst MXLEN Figure 84. Machine trap instruction (mtinst) register. mtinst is a WARL register that need only be able to hold the values that the implementation may automatically write to it on a trap. 15.4. Machine-Level CSRs | Page 172 The RISC-V Instruction Set Manual, Volume II | © RISC-V International","Changed '21.4.2. machine interrupt delegation (mideleg) register when the hypervisor extension is implemented, bits 10, 6, and 2 of mideleg (corresponding to the standard vs-level interrupts) are each read-only one. furthermore, if any guest external interrupts are implemented (geilen is nonzero), bit 12 of mideleg (corresponding to supervisor-level guest external interrupts) is also read-only one. vs-level interrupts and guest external interrupts are always delegated past m-mode to hs-mode. for bits of mideleg that are zero, the corresponding bits in hideleg, hip, and hie are read-only zeros. 21.4.3. machine interrupt (mip and mie) registers the hypervisor extension gives registers mip and mie additional active bits for the hypervisor-added interrupts. figure 113 and figure 114 show the standard portions (bits 15:0) of registers mip and mie when the hypervisor extension is implemented.' to ''",0.4944
Critical Changes,Requirement changes,CHG-0537,page,modified,numeric_value_change,Page 188,,180,188,180,,Page modified,"mtval2 corresponds to the faulting portion of the instruction as indicated by the virtual address in mtval. mtval2 is a WARL register that must be able to hold zero and may be capable of holding only an arbitrary subset of other 2-bit-shifted guest physical addresses, if any. The Ssdbltrap extension (See Chapter 23) requires the implementation of the mtval2 CSR. 21.4.5. Machine Trap Instruction (mtinst) Register The mtinst register is an MXLEN-bit read/write register formatted as shown in Figure 116. When a trap is taken into M-mode, mtinst is written with a value that, if nonzero, provides information about the instruction that trapped, to assist software in handling the trap. The values that may be written to mtinst on a trap are documented in Section 21.6.3. MXLEN-1 0 mtinst MXLEN Figure 116. Machine trap instruction (mtinst) register. mtinst is a WARL register that need only be able to hold the values that the implementation may automatically write to it on a trap. 21.5. Two-Stage Address Translation Whenever the current virtualization mode V is 1, two-stage address translation and protection is in effect. For any virtual memory access, the original virtual address is converted in the first stage by VS-level address translation, as controlled by the vsatp register, into a guest physical address. The guest physical address is then converted in the second stage by guest physical address translation, as controlled by the hgatp register, into a supervisor physical address. The two stages are known also as VS-stage and G-stage translation. Although there is no option to disable two-stage address translation when V=1, either stage of translation can be effectively disabled by zeroing the corresponding vsatp or hgatp register. The vsstatus field MXR, which makes execute-only pages readable by explicit loads, only overrides VS-stage page protection. Setting MXR at VS-level does not override guest-physical page protections. Setting MXR at HS-level, however, overrides both VS-stage and G-stage execute-only permissions. When V=1, memory accesses that would normally bypass address translation are subject to G-stage address translation alone. This includes memory accesses made in support of VS-stage address translation, such as reads and writes of VS-level page tables. Machine-level physical memory protection applies to supervisor physical addresses and is in effect regardless of virtualization mode. 21.5.1. Guest Physical Address Translation The mapping of guest physical addresses to supervisor physical addresses is controlled by CSR hgatp (Section 21.2.10). When the address translation scheme selected by the MODE field of hgatp is Bare, guest physical addresses are equal to supervisor physical addresses without modification, and no memory protection 21.5. Two-Stage Address Translation | Page 181 The RISC-V Instruction Set Manual: Volume II | © RISC-V International","15.5. Two-Stage Address Translation Whenever the current virtualization mode V is 1, two-stage address translation and protection is in effect. For any virtual memory access, the original virtual address is converted in the first stage by VS-level address translation, as controlled by the vsatp register, into a guest physical address. The guest physical address is then converted in the second stage by guest physical address translation, as controlled by the hgatp register, into a supervisor physical address. The two stages are known also as VS-stage and G-stage translation. Although there is no option to disable two-stage address translation when V=1, either stage of translation can be effectively disabled by zeroing the corresponding vsatp or hgatp register. The vsstatus field MXR, which makes execute-only pages readable by explicit loads, only overrides VS-stage page protection. Setting MXR at VS-level does not override guest-physical page protections. Setting MXR at HS-level, however, overrides both VS-stage and G-stage execute-only permissions. When V=1, memory accesses that would normally bypass address translation are subject to G-stage address translation alone. This includes memory accesses made in support of VS-stage address translation, such as reads and writes of VS-level page tables. Machine-level physical memory protection applies to supervisor physical addresses and is in effect regardless of virtualization mode. 15.5.1. Guest Physical Address Translation The mapping of guest physical addresses to supervisor physical addresses is controlled by CSR hgatp (Section 15.2.10). When the address translation scheme selected by the MODE field of hgatp is Bare, guest physical addresses are equal to supervisor physical addresses without modification, and no memory protection applies in the trivial translation of guest physical addresses to supervisor physical addresses. When hgatp.MODE specifies a translation scheme of Sv32x4, Sv39x4, Sv48x4, or Sv57x4, G-stage address translation is a variation on the usual page-based virtual address translation scheme of Sv32, Sv39, Sv48, or Sv57, respectively. In each case, the size of the incoming address is widened by 2 bits (to 34, 41, 50, or 59 bits). To accommodate the 2 extra bits, the root page table (only) is expanded by a factor of four to be 16 KiB instead of the usual 4 KiB. Matching its larger size, the root page table also must be aligned to a 16 KiB boundary instead of the usual 4 KiB page boundary. Except as noted, all other aspects of Sv32, Sv39, Sv48, or Sv57 are adopted unchanged for G-stage translation. Non-root page tables and all page table entries (PTEs) have the same formats as documented in Sv32: Page-Based 32-bit Virtual-Memory Systems, Sv39: Page-Based 39-bit Virtual-Memory Systems, Sv48: Page-Based 48-bit Virtual-Memory Systems, and ""Sv57: Page-Based 57-bit Virtual-Memory System. For Sv32x4, an incoming guest physical address is partitioned into a virtual page number (VPN) and page offset as shown in Figure 85. This partitioning is identical to that for an Sv32 virtual address as depicted in Sv32 virtual address, except with 2 more bits at the high end in VPN[1]. (Note that the fields of a partitioned guest physical address also correspond one-for-one with the structure that Sv32 assigns to a physical address, depicted in Sv32 virtual address.) 33 22 21 12 11 0 VPN[1] VPN[0] page offset 12 10 12 Figure 85. Sv32x4 virtual address (guest physical address). For Sv39x4, an incoming guest physical address is partitioned as shown in Figure 86. This partitioning is identical to that for an Sv39 virtual address as depicted in ""Sv39 virtual address, except with 2 more bits at 15.5. Two-Stage Address Translation | Page 173 The RISC-V Instruction Set Manual, Volume II | © RISC-V International","Changed 'mtval2 corresponds to the faulting portion of the instruction as indicated by the virtual address in mtval. mtval2 is a warl register that must be able to hold zero and may be capable of holding only an arbitrary subset of other 2-bit-shifted guest physical addresses, if any. the ssdbltrap extension (see chapter 23) requires the implementation of the mtval2 csr. 21.4.5. machine trap instruction (mtinst) register the mtinst register is an mxlen-bit read/write register formatted as shown in figure 116. when a trap is taken into m-mode, mtinst is written with a value that, if nonzero, provides information about the instruction that trapped, to assist software in handling the trap. the values that may be written to mtinst on a trap are documented in section 21.6.3. mxlen-1 0 mtinst mxlen figure 116. machine trap instruction (mtinst) register. mtinst is a warl register that need only be able to hold the values that the implementation may automatically write to it on a trap. 21.5.' to '15.5.'",0.5706
Critical Changes,Requirement changes,CHG-0538,page,modified,numeric_value_change,Page 191,,183,191,183,,Page modified,"21.6.3. When an instruction fetch or a misaligned memory access straddles a page boundary, two different address translations are involved. When a guest-page fault occurs in such a circumstance, the faulting virtual address written to mtval/stval is the same as would be required for a regular page fault. Thus, the faulting virtual address may be a page-boundary address that is higher than the instruction’s original virtual address, if the byte at that page boundary is among the accessed bytes. When a guest-page fault is not due to an implicit memory access for VS-stage address translation, a nonzero guest physical address written to mtval2/htval shall correspond to the exact virtual address written to mtval/stval. 21.5.3. Memory-Management Fences The behavior of the SFENCE.VMA instruction is affected by the current virtualization mode V. When V=0, the virtual-address argument is an HS-level virtual address, and the ASID argument is an HS-level ASID. The instruction orders stores only to HS-level address-translation structures with subsequent HS-level address translations. When V=1, the virtual-address argument to SFENCE.VMA is a guest virtual address within the current virtual machine, and the ASID argument is a VS-level ASID within the current virtual machine. The current virtual machine is identified by the VMID field of CSR hgatp, and the effective ASID can be considered to be the combination of this VMID with the VS-level ASID. The SFENCE.VMA instruction orders stores only to the VS-level address-translation structures with subsequent VS-stage address translations for the same virtual machine, i.e., only when hgatp.VMID is the same as when the SFENCE.VMA executed. Hypervisor instructions HFENCE.VVMA and HFENCE.GVMA provide additional memory-management fences to complement SFENCE.VMA. These instructions are described in Section 21.3.2. Section 3.7.2 discusses the intersection between physical memory protection (PMP) and page-based address translation. It is noted there that, when PMP settings are modified in a manner that affects either the physical memory that holds page tables or the physical memory to which page tables point, M-mode software must synchronize the PMP settings with the virtual memory system. For HS-level address translation, this is accomplished by executing in M-mode an SFENCE.VMA instruction with rs1=x0 and rs2=x0, after the PMP CSRs are written. Synchronization with G-stage and VS-stage data structures is also needed. Executing an HFENCE.GVMA instruction with rs1=x0 and rs2=x0 suffices to flush all G-stage or VS-stage address-translation cache entries that have cached PMP settings corresponding to the final translated supervisor physical address. An HFENCE.VVMA instruction is not required. Similarly, if the setting of the PBMTE bit in menvcfg is changed, an HFENCE.GVMA instruction with rs1 =x0 and rs2=x0 suffices to synchronize with respect to the altered interpretation of G-stage and VS-stage PTEs' PBMT fields. By contrast, if the PBMTE bit in henvcfg is changed, executing an HFENCE.VVMA with rs1=x0 and rs2=x0 suffices to synchronize with respect to the altered interpretation of VS-stage PTEs' PBMT fields for the currently active VMID.  No mechanism is provided to atomically change vsatp and hgatp together. Hence, to prevent speculative execution causing one guest’s VS-stage translations to be cached under another guest’s VMID, world-switch code should zero vsatp, then swap 21.5. Two-Stage Address Translation | Page 184 The RISC-V Instruction Set Manual: Volume II | © RISC-V International","For HS-level address translation, this is accomplished by executing in M-mode an SFENCE.VMA instruction with rs1=x0 and rs2=x0, after the PMP CSRs are written. Synchronization with G-stage and VS-stage data structures is also needed. Executing an HFENCE.GVMA instruction with rs1=x0 and rs2=x0 suffices to flush all G-stage or VS-stage address-translation cache entries that have cached PMP settings corresponding to the final translated supervisor physical address. An HFENCE.VVMA instruction is not required. Similarly, if the setting of the PBMTE or ADUE bits in menvcfg are changed, an HFENCE.GVMA instruction with rs1=x0 and rs2=x0 suffices to synchronize with respect to the altered interpretation of G-stage and VS-stage PTEs' PBMT and A/D bit fields, respectively. By contrast, if the PBMTE or ADUE bits in henvcfg are changed, executing an HFENCE.VVMA with rs1=x0 and rs2=x0 suffices to synchronize with respect to the altered interpretation of VS-stage PTEs' PBMT and A/D bit fields for the currently active VMID.  No mechanism is provided to atomically change vsatp and hgatp together. Hence, to prevent speculative execution causing one guest’s VS-stage translations to be cached under another guest’s VMID, world-switch code should zero vsatp, then swap hgatp, then finally write the new vsatp value. Similarly, if henvcfg.PBMTE/ADUE need be world-switched, they should be switched after zeroing vsatp but before writing the new vsatp value, obviating the need to execute an HFENCE.VVMA instruction. 15.5.4. Interaction with Pointer Masking Guest physical addresses (GPAs) are 2 bits wider than the corresponding virtual address translation modes, resulting in additional address translation schemes Sv32x4, Sv39x4, Sv48x4, and Sv57x4 for translating guest physical addresses to supervisor physical addresses. When running with virtualization in VS/VU mode with vsatp.MODE = Bare, this means that those two bits may be subject to pointer masking, depending on hgatp.MODE and senvcfg.PMM/henvcfg.PMM (for VU/VS mode). If vsatp.MODE != BARE, this issue does not apply.  An implementation could mask those two bits on the TLB access path, but this can have a significant timing impact. Alternatively, an implementation may choose to ""waste"" TLB capacity by having up to 4 duplicate entries for each page. In this case, the pointer masking operation can be applied on the TLB refill path, where it is unlikely to affect timing. To support this approach, some TLB entries need to be flushed when PMLEN changes in a way that may affect these duplicate entries. To support implementations where (XLEN-PMLEN) can be less than the GPA width supported by hgatp.MODE, hypervisors should execute an HFENCE.GVMA with rs1=x0 if the henvcfg.PMM is changed from or to a value where (XLEN-PMLEN) is less than GPA width supported by the hgatp translation mode of that guest. Specifically, these cases are: ⚫PMLEN=7 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MODE=sv57x4 ⚫PMLEN=16 and hgatp.MODE=sv48x4 Implementation of an address-specific HFENCE.GVMA should either ignore the address argument, or should ignore the top masked GPA bits of entries when comparing for an address match. 15.5. Two-Stage Address Translation | Page 176 The RISC-V Instruction Set Manual, Volume II | © RISC-V International","Changed '21.6.3. when an instruction fetch or a misaligned memory access straddles a page boundary, two different address translations are involved. when a guest-page fault occurs in such a circumstance, the faulting virtual address written to mtval/stval is the same as would be required for a regular page fault. thus, the faulting virtual address may be a page-boundary address that is higher than the instruction’s original virtual address, if the byte at that page boundary is among the accessed bytes. when a guest-page fault is not due to an implicit memory access for vs-stage address translation, a nonzero guest physical address written to mtval2/htval shall correspond to the exact virtual address written to mtval/stval. 21.5.3. memory-management fences the behavior of the sfence.vma instruction is affected by the current virtualization mode v. when v=0, the virtual-address argument is an hs-level virtual address, and the asid argument is an hs-level asid. the instruction orders stores only to hs-level address-translation structures with subsequent hs-level address translations. when v=1, the virtual-address argument to sfence.vma is a guest virtual address within the current virtual machine, and the asid argument is a vs-level asid within the current virtual machine. the current virtual machine is identified by the vmid field of csr hgatp, and the effective asid can be considered to be the combination of this vmid with the vs-level asid. the sfence.vma instruction orders stores only to the vs-level address-translation structures with subsequent vs-stage address translations for the same virtual machine, i.e., only when hgatp.vmid is the same as when the sfence.vma executed. hypervisor instructions hfence.vvma and hfence.gvma provide additional memory-management fences to complement sfence.vma. these instructions are described in section 21.3.2. section 3.7.2 discusses the intersection between physical memory protection (pmp) and page-based address translation. it is noted there that, when pmp settings are modified in a manner that affects either the physical memory that holds page tables or the physical memory to which page tables point, m-mode software must synchronize the pmp settings with the virtual memory system.' to ''",0.3706
Critical Changes,Requirement changes,CHG-0539,page,modified,numeric_value_change,Page 212,,204,212,204,,Page modified,"24.2.4. Determining the Value of PMLEN From an implementation perspective, ignoring bits is deeply connected to the maximum virtual and physical address space supported by the processor (e.g., Bare, Sv48, Sv57). In particular, applying the above transformation is cheap if it covers only bits that are not used by any supported address translation mode (as it is equivalent to switching off validity checks). Masking NVBITS beyond those bits is more expensive as it requires ignoring them in the TLB tag, and even more expensive if the masked bits extend into the VBITS portion of the address (as it requires performing the actual sign extension). Similarly, when running in Bare or M mode, it is common for implementations to not use a particular number of bits at the top of the physical address range and fix them to zero. Applying the ignore transformation to those bits is cheap as well, since it will result in a valid physical address with all the upper bits fixed to 0. The current standard only supports PMLEN=XLEN-48 (i.e., PMLEN=16 in RV64) and PMLEN=XLEN-57 (i.e., PMLEN=7 in RV64). A setting has been reserved to potentially support other values of PMLEN in future standards. In such future standards, different supported values of PMLEN may be defined for each privilege mode (U/VU, S/HS, and M).  Future versions of the pointer masking extension may introduce the ability to freely configure the value of PMLEN. The current extension does not define the behavior if PMLEN was different from the values defined above. In particular, there is no guarantee that a future pointer masking extension would define the ignore operation in the same way for those values of PMLEN. 24.2.5. Pointer Masking and Privilege Modes Pointer masking is controlled separately for different privilege modes. The subset of supported privilege modes is determined by the set of supported pointer masking extensions. Different privilege modes may have different pointer masking settings active simultaneously and the hardware will automatically apply the pointer masking settings of the currently active privilege mode. A privilege mode’s pointer masking setting is configured by bits in configuration registers of the next-higher privilege mode. Note that the pointer masking setting that is applied only depends on the active privilege mode, not on the address that is being masked. Some operating systems (e.g., Linux) may use certain bits in the address to disambiguate between different types of addresses (e.g., kernel and user-mode addresses). Pointer masking does not take these semantics into account and is purely an arithmetic operation on the address it is given.  Linux places kernel addresses in the upper half of the address space and user addresses in the lower half of the address space. As such, the MSB is often used to identify the type of a particular address. With pointer masking enabled, this role is now played by bit XLEN-PMLEN-1 and code that checks whether a pointer is a kernel or a user address needs to inspect this bit instead. For backward compatibility, it may be desirable that the MSB still indicates whether an address is a user or a kernel address. An operating system’s ABI may mandate this, but it does not affect the pointer masking mechanism itself. For example, the Linux ABI may choose to mandate that the MSB is not used for tagging and replicates bit XLEN-PMLEN-1 bit (note that for such a mechanism to be secure, the kernel needs to check the MSB of any user mode-supplied address and ensure that this invariant holds before using it; alternatively, it can apply the transformation from Listing 1 or 2 to ensure that the MSB is set to the correct value). 24.2. Background | Page 205 The RISC-V Instruction Set Manual: Volume II | © RISC-V International","The current standard only supports PMLEN=XLEN-48 (i.e., PMLEN=16 in RV64) and PMLEN=XLEN-57 (i.e., PMLEN=7 in RV64). A setting has been reserved to potentially support other values of PMLEN in future standards. In such future standards, different supported values of PMLEN may be defined for each privilege mode (U/VU, S/HS, and M).  Future versions of the pointer masking extension may introduce the ability to freely configure the value of PMLEN. The current extension does not define the behavior if PMLEN was different from the values defined above. In particular, there is no guarantee that a future pointer masking extension would define the ignore operation in the same way for those values of PMLEN. 18.2.5. Pointer Masking and Privilege Modes Pointer masking is controlled separately for different privilege modes. The subset of supported privilege modes is determined by the set of supported pointer masking extensions. Different privilege modes may have different pointer masking settings active simultaneously and the hardware will automatically apply the pointer masking settings of the currently active privilege mode. A privilege mode’s pointer masking setting is configured by bits in configuration registers of the next-higher privilege mode. Note that the pointer masking setting that is applied only depends on the active privilege mode, not on the address that is being masked. Some operating systems (e.g., Linux) may use certain bits in the address to disambiguate between different types of addresses (e.g., kernel and user-mode addresses). Pointer masking does not take these semantics into account and is purely an arithmetic operation on the address it is given.  Linux places kernel addresses in the upper half of the address space and user addresses in the lower half of the address space. As such, the MSB is often used to identify the type of a particular address. With pointer masking enabled, this role is now played by bit XLEN-PMLEN-1 and code that checks whether a pointer is a kernel or a user address needs to inspect this bit instead. For backward compatibility, it may be desirable that the MSB still indicates whether an address is a user or a kernel address. An operating system’s ABI may mandate this, but it does not affect the pointer masking mechanism itself. For example, the Linux ABI may choose to mandate that the MSB is not used for tagging and replicates bit XLEN-PMLEN-1 bit (note that for such a mechanism to be secure, the kernel needs to check the MSB of any user mode-supplied address and ensure that this invariant holds before using it; alternatively, it can apply the transformation from Listing 1 or 2 to ensure that the MSB is set to the correct value). 18.2.6. Memory Accesses Subject to Pointer Masking Pointer masking applies to all explicit memory accesses. Currently, in the Base and Privileged ISAs, these are: ⚫Base Instruction Set: LB, LH, LW, LBU, LHU, LWU, LD, SB, SH, SW, SD. ⚫Atomics: All instructions in RV32A and RV64A. ⚫Floating Point: FLW, FLD, FLQ, FSW, FSD, FSQ. ⚫Compressed: All instructions mapping to any of the above, and C.LWSP, C.LDSP, C.FLWSP, C.FLDSP, C.SWSP, C.SDSP, C.FSWSP, C.FSDSP. ⚫Hypervisor Extension: HLV.*, HSV.* (in some cases; see Hypervisor Status (hstatus) Register). ⚫Cache Management Operations: All instructions in Zicbom, Zicbop and Zicboz. ⚫Vector Extension: All vector load and store instructions in the ratified RVV 1.0 spec. 18.2. Background | Page 197 The RISC-V Instruction Set Manual, Volume II | © RISC-V International","Changed '24.2.4. determining the value of pmlen from an implementation perspective, ignoring bits is deeply connected to the maximum virtual and physical address space supported by the processor (e.g., bare, sv48, sv57). in particular, applying the above transformation is cheap if it covers only bits that are not used by any supported address translation mode (as it is equivalent to switching off validity checks). masking nvbits beyond those bits is more expensive as it requires ignoring them in the tlb tag, and even more expensive if the masked bits extend into the vbits portion of the address (as it requires performing the actual sign extension). similarly, when running in bare or m mode, it is common for implementations to not use a particular number of bits at the top of the physical address range and fix them to zero. applying the ignore transformation to those bits is cheap as well, since it will result in a valid physical address with all the upper bits fixed to 0.' to ''",0.7668
Structural Changes,Pages removed,CHG-0540,page,removed,page_removed,Page 6,,6,6,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0541,page,removed,page_removed,Page 7,,7,7,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0542,page,removed,page_removed,Page 11,,11,11,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0543,page,removed,page_removed,Page 14,,14,14,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0544,page,removed,page_removed,Page 15,,15,15,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0545,page,removed,page_removed,Page 17,,17,17,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0546,page,removed,page_removed,Page 18,,18,18,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0547,page,removed,page_removed,Page 20,,20,20,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0548,page,removed,page_removed,Page 26,,26,26,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0549,page,removed,page_removed,Page 27,,27,27,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0550,page,removed,page_removed,Page 28,,28,28,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0551,page,removed,page_removed,Page 30,,30,30,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0552,page,removed,page_removed,Page 32,,32,32,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0553,page,removed,page_removed,Page 33,,33,33,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0554,page,removed,page_removed,Page 34,,34,34,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0555,page,removed,page_removed,Page 35,,35,35,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0556,page,removed,page_removed,Page 36,,36,36,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0557,page,removed,page_removed,Page 41,,41,41,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0558,page,removed,page_removed,Page 42,,42,42,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0559,page,removed,page_removed,Page 43,,43,43,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0560,page,removed,page_removed,Page 44,,44,44,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0561,page,removed,page_removed,Page 47,,47,47,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0562,page,removed,page_removed,Page 48,,48,48,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0563,page,removed,page_removed,Page 49,,49,49,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0564,page,removed,page_removed,Page 50,,50,50,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0565,page,removed,page_removed,Page 51,,51,51,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0566,page,removed,page_removed,Page 52,,52,52,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0567,page,removed,page_removed,Page 53,,53,53,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0568,page,removed,page_removed,Page 61,,61,61,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0569,page,removed,page_removed,Page 62,,62,62,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0570,page,removed,page_removed,Page 63,,63,63,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0571,page,removed,page_removed,Page 64,,64,64,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0572,page,removed,page_removed,Page 65,,65,65,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0573,page,removed,page_removed,Page 67,,67,67,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0574,page,removed,page_removed,Page 73,,73,73,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0575,page,removed,page_removed,Page 74,,74,74,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0576,page,removed,page_removed,Page 75,,75,75,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0577,page,removed,page_removed,Page 76,,76,76,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0578,page,removed,page_removed,Page 77,,77,77,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0579,page,removed,page_removed,Page 78,,78,78,,,Page removed,,,Removed page,1.0
Structural Changes,Pages removed,CHG-0580,page,removed,page_removed,Page 84,,84,84,,,Page removed,,,Removed page,1.0
